no_cine_area_geral_artes_e_humanidades;no_cine_area_geral_ciencias_sociais,_comunicacao_e_informacao;no_cine_area_geral_negocios,_administracao_e_direito;no_cine_area_geral_saude_e_bem-estar;no_cine_area_geral_servicos;tp_grau_academico_bacharelado;tp_grau_academico_tecnologico;enade_faixa_1.5;enade_faixa_2.0;enade_faixa_3.0;enade_faixa_4.0;enade_faixa_5.0;cpc_faixa_1.5;cpc_faixa_2.0;cpc_faixa_3.0;cpc_faixa_4.0;cpc_faixa_5.0;qt_vg_total;qt_vg_remanesc;qt_inscrito_total;qt_insc_vg_remanesc;qt_ing_preta;qt_ing_amarela;qt_ing_cornd;qt_conc;qt_ing_deficiente;qt_ing_reserva_vaga;qt_sit_trancada;qt_sit_desvinculado;qt_apoio_social;qt_conc_apoio_social;qt_ativ_extracurricular;co_curso;no_curso
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.2789233055545957;0.4200734203591281;1.1871904747526945;0.570718326960402;2.4418140885422273;-0.7341006282678764;-0.3728385483384059;2.317973878725033;-0.7490467122082435;2.6276279602098773;-0.7775119244856057;2.408320085407134;2.2609301312105607;1.8801358627502744;2.181426710503078;145;brasilia_bacharelado_administracao
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.3840739263292896;0.3026729884683674;-0.41922498327444924;0.44718241373530604;1.2809322952252842;-0.7341006282678764;-0.7387297945338601;2.317973878725033;0.33053714666429895;1.4787792083228886;-0.741857626395713;1.4023834782302782;2.2609301312105607;2.166943940292677;2.181426710503078;149;brasilia_bacharelado_ciencias_contabeis
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0922752157123419;0.5374738522498888;-0.3575977917900319;0.6942542401854981;1.1150920390371495;-0.7341006282678764;-0.7387297945338601;1.9547857946485099;-0.7490467122082435;2.080557125977978;-0.8131662225754985;2.133973737995264;2.161761416526383;1.0197116301230669;2.181426710503078;167;brasilia_bacharelado_ciencias_contabeis
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.31414532073381507;-0.5778302507123377;0.1313112606530118;-0.4793369354529142;1.2809322952252842;-0.7341006282678764;-0.7387297945338601;1.3091180896235795;-0.7490467122082435;1.8070217088620282;-0.8131662225754985;1.3109346957596548;2.1900953350075767;1.0197116301230669;2.181426710503078;122;brasilia_bacharelado_ciencias_economicas
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;-0.32781184262346963;0.7722747160314102;0.18266725355669286;0.9413260666356902;0.6175712704727453;-0.7341006282678764;-0.7387297945338601;-0.3454054045028046;-0.7490467122082435;0.6034658735518493;-0.8488205206653914;-0.3351433887115644;1.3400777805717687;-0.12752068004654285;2.1450337687609102;31381;brasilia_bacharelado_comunicacao_social_-_publicidade_e_propaganda
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.644850526099689;-0.7539308985484788;2.218932372187647;-0.6646408052905582;1.2809322952252842;-0.7341006282678764;-0.7387297945338601;2.196911184032859;1.9499129349731126;2.6276279602098773;-0.7062033283058201;0.7012761459554996;2.2609301312105607;0.7329035525806645;2.181426710503078;148;brasilia_bacharelado_direito
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.644850526099689;-0.7539308985484788;1.9349337314302908;-0.6646408052905582;1.2809322952252842;-0.7341006282678764;-0.7387297945338601;2.196911184032859;1.9499129349731126;2.6276279602098773;-0.8844748187552842;1.1890029857988238;2.2609301312105607;1.0197116301230669;2.181426710503078;165;brasilia_bacharelado_direito
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;-0.7557832848616594;-0.5191300347669574;-0.014539759193442432;-0.4175689788403662;0.6175712704727453;-0.7341006282678764;-0.7387297945338601;0.21955383739400947;-0.7490467122082435;0.6034658735518493;-0.8488205206653914;-0.2741775337311489;1.1984081881658009;-0.12752068004654285;2.181426710503078;34642;brasilia_bacharelado_jornalismo
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.2421144692232386;0.5961740681952691;-0.9245679534466709;0.7560221967980462;-0.874991035220467;-0.7341006282678764;-0.7387297945338601;-0.14363424668251387;-0.7490467122082435;-0.3812616280655698;-0.920129116845177;-0.9143190110255119;-0.6149625946305896;0.7329035525806645;-0.45099607551369425;22844;brasilia_bacharelado_psicologia
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;-1.1643014797253861;0.8309749319767905;-0.9163509945820819;1.0030940232482382;-1.0408312914086015;-0.7341006282678764;-0.7387297945338601;1.6319519421360447;-0.7490467122082435;-0.9283324622974694;-0.8844748187552842;0.30499808858279864;2.2609301312105607;2.166943940292677;2.181426710503078;26033;brasilia_bacharelado_psicologia_-_psicologo
